time,ppg,phase
0.0,0.4144718719922372,baseline
0.010000333344444815,0.6550189973328375,baseline
0.02000066668888963,0.6856885709883825,baseline
0.030001000033334446,0.6577321181459959,baseline
0.04000133337777926,1.0090239985943552,baseline
0.05000166672222407,0.8199124670752087,baseline
0.06000200006666889,0.971459030821668,baseline
0.0700023334111137,1.238134248215541,baseline
0.08000266675555852,0.9335193334942533,baseline
0.09000300010000334,1.038834180168524,baseline
0.10000333344444814,1.1484418570415709,baseline
0.11000366678889296,0.9904557086483765,baseline
0.12000400013333778,1.0914212699391215,baseline
0.1300043334777826,1.0405435672754566,baseline
0.1400046668222274,1.1480508196279116,baseline
0.15000500016667223,0.9691189075702743,baseline
0.16000533351111704,0.9222837753021969,baseline
0.17000566685556184,0.9530305417931398,baseline
0.18000600020000668,0.9595049138848446,baseline
0.19000633354445148,0.9633026658346296,baseline
0.2000066668888963,0.8363893662277585,baseline
0.21000700023334112,0.7825209842909057,baseline
0.22000733357778593,0.5431746055337774,baseline
0.23000766692223074,0.6759757980752394,baseline
0.24000800026667557,0.6003969424476027,baseline
0.25000833361112035,0.5746065073254227,baseline
0.2600086669555652,0.6263745826283058,baseline
0.27000900030001,0.5150973445228276,baseline
0.2800093336444548,0.42148692842082186,baseline
0.29000966698889963,0.5124942790356402,baseline
0.30001000033334446,0.44745164020230094,baseline
0.31001033367778924,0.35389329835948125,baseline
0.3200106670222341,0.5335675251326655,baseline
0.3300110003666789,0.37141230383015983,baseline
0.3400113337111237,0.39078895937113384,baseline
0.3500116670555685,0.5182824640744299,baseline
0.36001200040001335,0.31948287331301695,baseline
0.37001233374445813,0.4136227927454849,baseline
0.38001266708890297,0.37087172959895337,baseline
0.3900130004333478,0.5295852117296493,baseline
0.4000133337777926,0.3815069943644149,baseline
0.4100136671222374,0.45506933940528366,baseline
0.42001400046668225,0.4548163718425681,baseline
0.430014333811127,0.5577356027242254,baseline
0.44001466715557186,0.4132065314876866,baseline
0.4500150005000167,0.4563661239630731,baseline
0.46001533384446147,0.5076601106371544,baseline
0.4700156671889063,0.423732632295859,baseline
0.48001600053335114,0.2710003540421326,baseline
0.4900163338777959,0.43491994956837476,baseline
0.5000166672222407,0.26025399457089987,baseline
0.5100170005666855,0.3358826477657693,baseline
0.5200173339111304,0.12320658500841516,baseline
0.5300176672555752,0.08744502222453909,baseline
0.54001800060002,-0.05149559616534344,baseline
0.5500183339444649,-0.11180365037066348,baseline
0.5600186672889096,-0.1852067833301153,baseline
0.5700190006333544,-0.33024496971470035,baseline
0.5800193339777993,-0.401591621066089,baseline
0.5900196673222441,-0.45166986092411054,baseline
0.6000200006666889,-0.5569708431085139,baseline
0.6100203340111338,-0.7582473795001987,baseline
0.6200206673555785,-0.7600588076679711,baseline
0.6300210007000233,-0.8384854204560709,baseline
0.6400213340444681,-1.0633286541809484,baseline
0.650021667388913,-1.106743108350446,baseline
0.6600220007333578,-1.17691528058505,baseline
0.6700223340778025,-1.1117483987453183,baseline
0.6800226674222474,-1.1772718511982454,baseline
0.6900230007666922,-1.360093108935807,baseline
0.700023334111137,-1.294298354054364,baseline
0.7100236674555819,-1.1869478000916316,baseline
0.7200240008000267,-1.3995853829509786,baseline
0.7300243341444714,-1.3392229057001863,baseline
0.7400246674889163,-1.1918737441397553,baseline
0.7500250008333611,-1.150770085332435,baseline
0.7600253341778059,-1.364419401298216,baseline
0.7700256675222508,-1.020615899969099,baseline
0.7800260008666956,-1.281262776588314,baseline
0.7900263342111403,-1.044228226105358,baseline
0.8000266675555852,-0.8368848262937623,baseline
0.81002700090003,-0.8261513934062481,baseline
0.8200273342444748,-0.6259057739037364,baseline
0.8300276675889197,-0.48606529456193054,baseline
0.8400280009333645,-0.4226633463997262,baseline
0.8500283342778092,-0.16906802442895183,baseline
0.860028667622254,-0.3244258121698532,baseline
0.8700290009666989,-0.1355505068730883,baseline
0.8800293343111437,0.11513650486931007,baseline
0.8900296676555886,-0.016859581288511616,baseline
0.9000300010000334,0.40933612326068064,baseline
0.9100303343444781,0.5072456167857579,baseline
0.9200306676889229,0.6672133842274424,baseline
0.9300310010333678,0.5883883185265567,baseline
0.9400313343778126,0.8018224041277738,baseline
0.9500316677222574,0.745300552243899,baseline
0.9600320010667023,0.9727150678123967,baseline
0.970032334411147,1.1319120449830375,baseline
0.9800326677555918,1.0153702924481276,baseline
0.9900330011000367,1.0708572640152665,baseline
1.0000333344444814,1.1998158000776946,baseline
1.0100336677889263,1.3610013481457424,baseline
1.020034001133371,1.1558095521210399,baseline
1.030034334477816,1.2209414401909344,baseline
1.0400346678222607,1.2224174553232496,baseline
1.0500350011667055,1.2377163814472598,baseline
1.0600353345111504,1.300491294895982,baseline
1.0700356678555951,1.2027209691925733,baseline
1.08003600120004,1.2128749220046111,baseline
1.0900363345444848,1.4201382451713906,baseline
1.1000366678889297,1.062095604913661,baseline
1.1100370012333745,0.9693450220688931,baseline
1.1200373345778192,0.938067860930433,baseline
1.1300376679222641,0.8050232766649851,baseline
1.1400380012667088,0.9805390498758122,baseline
1.1500383346111538,0.8798953043159954,baseline
1.1600386679555985,0.6659060641194634,baseline
1.1700390013000432,0.7490155410695829,baseline
1.1800393346444882,0.6237727101623818,baseline
1.190039667988933,0.697858675235222,baseline
1.2000400013333778,0.5300977813755153,baseline
1.2100403346778226,0.6877915240605453,baseline
1.2200406680222675,0.5222187029106284,baseline
1.2300410013667122,0.3359661055271527,baseline
1.240041334711157,0.568802747627085,baseline
1.250041668055602,0.3962333917516321,baseline
1.2600420014000466,0.7540288997325837,baseline
1.2700423347444916,0.5587005298622,baseline
1.2800426680889363,0.4505023930453701,baseline
1.290043001433381,0.6716992491403859,baseline
1.300043334777826,0.4765144531307744,baseline
1.3100436681222707,0.4973668677529508,baseline
1.3200440014667156,0.49196965858526653,baseline
1.3300443348111604,0.7989453829949389,baseline
1.340044668155605,0.602809297973713,baseline
1.35004500150005,0.618248445124763,baseline
1.3600453348444947,0.7345667720177336,baseline
1.3700456681889397,0.5495153073565667,baseline
1.3800460015333844,0.43345885804947193,baseline
1.3900463348778294,0.7275669917688069,baseline
1.400046668222274,0.6002107919237198,baseline
1.4100470015667188,0.5536221372796041,baseline
1.4200473349111637,0.3793290532859051,baseline
1.4300476682556085,0.37999922879306486,baseline
1.4400480016000534,0.48270933219272044,baseline
1.4500483349444981,0.28101398896861013,baseline
1.4600486682889429,0.19754183962307129,baseline
1.4700490016333878,0.057990037747596146,baseline
1.4800493349778325,0.18911496717303836,baseline
1.4900496683222775,-0.04001711676956267,baseline
1.5000500016667222,-0.06211051568226295,baseline
1.5100503350111671,-0.10260211328857727,baseline
1.5200506683556119,-0.6351184886156211,baseline
1.5300510017000566,-0.25477362594876307,baseline
1.5400513350445015,-0.558112796835181,baseline
1.5500516683889463,-0.5678384346724599,baseline
1.5600520017333912,-0.8008966880695405,baseline
1.570052335077836,-0.9674386985269733,baseline
1.5800526684222806,-1.0444223218951207,baseline
1.5900530017667256,-0.9100703386799577,baseline
1.6000533351111703,-1.0808752865860236,baseline
