time,ppg,phase
0.0,0.4580963470422117,baseline
0.010000333344444815,0.5688305115135273,baseline
0.02000066668888963,0.6239001051737993,baseline
0.030001000033334446,0.9012183531205229,baseline
0.04000133337777926,0.7083250718975147,baseline
0.05000166672222407,1.0265003335193434,baseline
0.06000200006666889,1.060396241084869,baseline
0.0700023334111137,1.067951503221081,baseline
0.08000266675555852,0.9423175025239499,baseline
0.09000300010000334,1.0741410481396267,baseline
0.10000333344444814,1.130675003347088,baseline
0.11000366678889296,1.0875240848088508,baseline
0.12000400013333778,1.0963860129309582,baseline
0.1300043334777826,1.0612134059722085,baseline
0.1400046668222274,1.059037064698928,baseline
0.15000500016667223,0.9648300089314049,baseline
0.16000533351111704,0.8039891413482745,baseline
0.17000566685556184,0.9455783957048486,baseline
0.18000600020000668,0.9794579836603097,baseline
0.19000633354445148,0.5970341073558532,baseline
0.2000066668888963,0.8047972347185358,baseline
0.21000700023334112,0.6286627173527899,baseline
0.22000733357778593,0.5229794030619425,baseline
0.23000766692223074,0.6716004177063233,baseline
0.24000800026667557,0.5400131416041367,baseline
0.25000833361112035,0.45380521397766654,baseline
0.2600086669555652,0.4074446049315591,baseline
0.27000900030001,0.37165475697192607,baseline
0.2800093336444548,0.31102566432768214,baseline
0.29000966698889963,0.4579423877766279,baseline
0.30001000033334446,0.291883565735011,baseline
0.31001033367778924,0.3153825451267382,baseline
0.3200106670222341,0.6468510639309291,baseline
0.3300110003666789,0.43352863131303415,baseline
0.3400113337111237,0.7763466266843505,baseline
0.3500116670555685,0.49851702337784287,baseline
0.36001200040001335,0.5853078627537509,baseline
0.37001233374445813,0.5064322225642001,baseline
0.38001266708890297,0.4324445177942281,baseline
0.3900130004333478,0.3628051402161312,baseline
0.4000133337777926,0.4123111996219262,baseline
0.4100136671222374,0.39640626924132655,baseline
0.42001400046668225,0.4988518893481073,baseline
0.430014333811127,0.47917557272181166,baseline
0.44001466715557186,0.3992013675572424,baseline
0.4500150005000167,0.30062517514880044,baseline
0.46001533384446147,0.21713755735400797,baseline
0.4700156671889063,0.025400926789188788,baseline
0.48001600053335114,0.18902152681925383,baseline
0.4900163338777959,0.11004036357335498,baseline
0.5000166672222407,-0.07401714582763354,baseline
0.5100170005666855,-0.04180350597565312,baseline
0.5200173339111304,-0.20371533212263432,baseline
0.5300176672555752,-0.447271840252393,baseline
0.54001800060002,-0.4379252446409638,baseline
0.5500183339444649,-0.49557189901520765,baseline
0.5600186672889096,-0.6170906371535738,baseline
0.5700190006333544,-0.6978245718003149,baseline
0.5800193339777993,-0.8673012324824528,baseline
0.5900196673222441,-0.6935722929329504,baseline
0.6000200006666889,-0.9578953189391946,baseline
0.6100203340111338,-1.1740574687518872,baseline
